timestamp|||text|||length|||has_url|||has_doi|||type
2025-10-30 16:29:11|||ACARA. (2014, February). _English as an Additional Language or Dialect Teacher Resource: EAL/D overview and advice_. https://docs.acara.edu.au/resources/EALD_Overview_and_Advice_revised_February_2014....|||203|||True|||False|||webpage
2025-10-30 16:29:58|||Ertugruloglu, E., Mearns, T., & Admiraal, W. (2023). _Scaffolding what, why and how? A critical thematic review study of descriptions, goals, and means of language scaffolding in bilingual education c...|||203|||False|||False|||other
2025-10-30 16:31:15|||Ertugruloglu, E., Mearns, T., & Admiraal, W. (2023). _Scaffolding what, why and how? A critical thematic review study of descriptions, goals, and means of language scaffolding in bilingual education c...|||203|||False|||False|||other
2025-10-30 16:31:42|||New South Wales Government Department of Education. (2025, October 1). _EAL/D literacy and numeracy_. education.nsw.gov.au. https://education.nsw.gov.au/teaching-and-learning/curriculum/literacy-and-n...|||203|||True|||False|||government_document
2025-10-31 04:29:36|||_The Blind Slide _Movie Analysis|||32|||False|||False|||other
2025-10-31 06:28:39|||sadsdsa...|||10|||False|||False|||other
2025-10-31 12:49:31|||Dearing, E., & Tang, S. (2010). The home learning environment and achievement: A comparative analysis. Child Development, 81(2), 356–373....|||140|||False|||False|||other
2025-10-31 12:50:29|||Austin, L. J. E., Whitebook, M., & Chu, M. (2019). The early childhood workforce: A critical part of the education workforce. Phi Delta Kapan, 100(3), 14–21....|||160|||False|||False|||book
2025-10-31 12:52:05|||Bloom, P. (2016). Measuring work attitudes: Technical Manual for the Early Childhood Job Satisfaction Survey and Early Childhood Work Environment Survey -- Third Edition....|||173|||False|||False|||other
2025-11-01 02:36:08|||(No date) _https://www.kanpai-japan.com/religion-and-spirituality-in-japan/the-main-shinto-gods_....|||100|||True|||False|||webpage
2025-11-01 02:37:28|||_https://www.kanpai-japan.com/religion-and-spirituality-in-japan/the-main-shinto-gods_...|||89|||True|||False|||webpage
2025-11-01 02:37:38|||_https://www.kanpai-japan.com/religion-and-spirituality-in-japan/the-main-shinto-gods_...|||89|||True|||False|||webpage
2025-11-01 02:39:38|||Kanpai. (2022, November 28). _The main Shinto gods_. Kanpai Japan. https://www.kanpai-japan.com/religion-and-spirituality-in-japan/the-main-shinto-gods...|||154|||True|||False|||webpage
2025-11-01 02:40:58|||_https://www.japan-guide.com/e/e2059.html#:~:text=Shinto%20shrines%20(%__E7%A5%9E%E7%A4%BE%2C%20jinja),hold%20their%20wedding%20ceremonies%20there._...|||151|||True|||False|||webpage
2025-11-01 02:41:42|||_Shinto Shrines_. (2025, June 8). https://www.japan-guide.com/e/e2059.html#:~:text=Shinto%20shrines%20(%E7%A5%9E%E7%A4%BE%2C%20jinja),hold%20their%20wedding%20ceremonies%20there....|||181|||True|||False|||webpage
2025-11-01 02:46:39|||Curvelo, A., & Cattaneo, A. (2022). _Interactions between rivals: the Christian Mission and Buddhist sects in Japan (C.1549-C.1647)_. https://doi.org/10.3726/b18727...|||167|||True|||True|||journal_article
2025-11-01 02:47:41|||_Definition and History of Shinto – World Religions_...|||55|||False|||False|||other
2025-11-01 05:58:53|||Hinduja, S., Patchin, J. W. (2019). Summary of Our Cyberbullying Research. Cyberbullying Research Center.|||105|||False|||False|||other
2025-11-02 04:15:36|||Collins, J.-L. (2018). _The moral imperative of relational trust: Leading learning in complex_|||94|||False|||False|||other
2025-11-02 21:09:07|||•Herold, F., Törpel, A., Schega, L., & Müller, N. G. (2019). Functional and/or structural brain changes in response to resistance exercises and resistance training lead to cognitive improvements - a s...|||203|||False|||False|||other
2025-11-03 07:52:52|||_Admin-Science. (2023, December 20). Understanding the differences between genetic drift and natural selection. Genetics. ___https://scienceofbiogenetics.com/articles/understanding-the-contrasting-pro...|||203|||True|||False|||webpage
2025-11-03 07:57:04|||_Admin-Science. (2023, December 20). Understanding the differences between genetic drift and natural selection. Science of Bio Genetics ___https://scienceofbiogenetics.com/articles/understanding-the-c...|||203|||True|||False|||webpage
2025-11-03 08:55:25|||Smith, J. A. (2023). Advances in computer vision techniques. _IEEE/CVF Conference on Computer Vision and Pattern Recognition_.Johnson, M. R., Davis, S. L., & Thompson, A. K. (2022). Remote learning ef...|||203|||False|||False|||other
2025-11-03 09:03:19|||Smith, J. A. (2023). Advances in computer vision techniques. _IEEE/CVF Conference on Computer Vision and Pattern Recognition_.|||126|||False|||False|||other
2025-11-03 09:11:04|||Smith, J. A. (2023). Advances in computer vision techniques. _IEEE/CVF Conference on Computer Vision and Pattern Recognition_.|||126|||False|||False|||other
2025-11-03 09:11:21|||Smith, J. A. (2023). Advances in computer vision techniques. _IEEE/CVF Conference on Computer Vision and Pattern Recognition_.|||126|||False|||False|||other
2025-11-03 09:11:38|||Smith, J. A. (2023). Advances in computer vision techniques. _IEEE/CVF Conference on Computer Vision and Pattern Recognition_.|||126|||False|||False|||other
2025-11-03 09:11:52|||Smith, J. A. (2023). Advances in computer vision techniques. _IEEE/CVF Conference on Computer Vision and Pattern Recognition_.|||126|||False|||False|||other
2025-11-03 22:35:06|||he political structure of South Asia prior to British colonial rule was an all but patchwork of negotiated forms of culturally plural forms of sovereignty. The empires such as the Delhi Sultanate, Mug...|||203|||False|||False|||other
2025-11-04 01:07:04|||As Rowland (2018) explores in _Controversies in Exercise Science_, this issue remains one of the most contentious topics in sports science, with significant implications for talent identification, tra...|||203|||False|||False|||book
2025-11-04 06:01:19|||Bredekamp, S. (2019). _Effective practices in early childhood education: Building a foundation_ (3rd ed.). Pearson Education.|||125|||False|||False|||other
2025-11-04 10:53:46|||Adli, A. (2013). Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu’s sociocultural theory. _Linguistics_, _51_(3), 473-515.|||165|||False|||False|||other
2025-11-04 10:55:21|||Adli, A. (2013). Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu’s sociocultural theory. _Linguistics_, _51_(3), 473-515.|||165|||False|||False|||other
2025-11-04 10:55:41|||Adli, A. (2013). Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu’s sociocultural theory. _Linguistics_, _51_(3), 473-515.|||165|||False|||False|||other
2025-11-04 10:55:53|||Adli, A. (2013). Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu’s sociocultural theory. _Linguistics_, _51_(3), 473-515.|||165|||False|||False|||other
2025-11-04 10:57:09|||Adli, A. (2013). Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu’s sociocultural theory. _Linguistics_, _51_(3), 473-515.|||165|||False|||False|||other
2025-11-04 10:57:17|||Adli, A. (2013). Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu’s sociocultural theory. _Linguistics_, _51_(3), 473-515.|||165|||False|||False|||other
2025-11-04 10:57:29|||Adli, A. (2013). Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu’s sociocultural theory. _Linguistics_, _51_(3), 473-515.|||165|||False|||False|||other
2025-11-04 10:57:40|||Adli, A. (2013). Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu’s sociocultural theory. _Linguistics_, _51_(3), 473-515.|||165|||False|||False|||other
2025-11-04 11:04:42|||Adli, A. (2013). Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu’s sociocultural theory. _Linguistics_, _51_(3), 473-515.|||165|||False|||False|||other
2025-11-04 11:05:21|||Adli, A. (2013). Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu’s sociocultural theory. _Linguistics_, _51_(3), 473-515.|||165|||False|||False|||other
2025-11-04 11:05:56|||Adli, A. (2013). Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu’s sociocultural theory. _Linguistics_, _51_(3), 473-515.|||165|||False|||False|||other
2025-11-04 11:08:07|||Adli, A. (2013). Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu’s sociocultural theory. _Linguistics_, _51_(3), 473-515.|||165|||False|||False|||other
2025-11-04 14:03:58|||Boshllëqet në literaturë, studimet e pakëta dhe mënyra neglizhente që trajtohet tema e vaksinimit kundër gripit sezonal, është një arsye më tepër që të hulumtohet për këtë  temë që ka rëndesi të madhe...|||203|||False|||False|||other
2025-11-04 19:31:20|||Adli, A. (2013). Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu’s sociocultural theory. _Linguistics_, _51_(3), 473-515.|||165|||False|||False|||other
2025-11-05 01:11:40|||Sholler, D. (2016). Resistance to mandatory technology use-the case of EMR in the United States healthcare industry. _Association for Information Systems AIS Electronic Library_ (AISeL) MCIS 2016 Proc...|||203|||False|||False|||other
2025-11-05 03:27:50|||Neukrug, Edward & Hay, Danica G. (2023). _Counseling Theory and Practice_ (3rd ed.), Chapter 7, p. 205....|||106|||False|||False|||other
2025-11-05 03:30:04|||Neukrug, Edward and Hays, Danica G. (2023). _Counseling Theory and Practice_ (3rd ed.), Chapter 7, p. 205....|||109|||False|||False|||other
2025-11-05 03:31:16|||Neukrug, E. and Hays, D.G. (2023). _Counseling Theory and Practice._ Third Edition. (Chpt. 7, pg. 205)....|||106|||False|||False|||other
2025-11-05 03:31:35|||Neukrug, E. & Hays, D.G. (2023). _Counseling Theory and Practice._ Third Edition. (Chpt. 7, pg. 205)....|||104|||False|||False|||other
2025-11-05 03:44:37|||Neukrug, E., Hays, D.G. (2023). _Counseling Theory and Practice._...|||68|||False|||False|||other
2025-11-05 03:46:51|||Neukrug, E., Hays, D.G (2023). _Counseling Theory and Practice. Cognella Academic _|||83|||False|||False|||other
2025-11-05 03:48:11|||Neukrug, E., Hays, Danica G. (2023). _Counseling Theory and Practice. Cognella Academic _|||89|||False|||False|||other
2025-11-05 06:38:39|||Cervone, D., & Pervin, L. A. (2022). _Personality: Theory and research_ (15th ed.). John Wiley & Sons.|||102|||False|||False|||other
2025-11-05 06:53:59|||References|||10|||False|||False|||other
2025-11-05 06:56:29|||References|||10|||False|||False|||other
2025-11-05 06:58:37|||References|||10|||False|||False|||other
2025-11-05 07:36:51|||Mediation and Negotiation – EA facilitated during the conflict and as a result came up with a resolution both students were happy with.|||135|||False|||False|||other
2025-11-05 07:40:23|||Berko, R. M., Wolvin, A. D., Wolvin, D. R., & Aitken, J.E. (2010). ICOMM: _Interpersonal Concepts and Competencies: Foundations of Interpersonal Communication _(Chapter 8, pp. 262). Rowman & Littlefie...|||203|||False|||False|||other
2025-11-05 10:57:19|||Ajunwa, I. (2020). The “black box” at work. _Big Data & Society_, _7_(2), 2053951720966181.|||91|||False|||False|||other
2025-11-05 10:57:59|||Ajunwa, I. (2020). The “black box” at work. _Big Data & Society_, _7_(2), 2053951720966181.|||91|||False|||False|||other
2025-11-05 11:08:03|||Ajunwa, I. (2020). The “black box” at work. _Big Data & Society_, _7_(2), 2053951720966181....|||94|||False|||False|||other
2025-11-05 11:51:10|||Adli, A. (2013). Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu’s sociocultural theory. _Linguistics_, _51_(3), 473-515.|||165|||False|||False|||other
2025-11-05 11:54:30|||Yes, refreshing the page indeed shows me the reduced grid number....|||68|||False|||False|||other
2025-11-05 11:54:47|||Adli, A. (2013). Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu’s sociocultural theory. _Linguistics_, _51_(3), 473-515.|||165|||False|||False|||other
2025-11-05 11:55:03|||Adli, A. (2013). Syntactic variation in French Wh-questions: A quantitative study from the angle of Bourdieu’s sociocultural theory. _Linguistics_, _51_(3), 473-515.|||165|||False|||False|||other
2025-11-05 12:06:01|||nope, just get in the same exact behavior as before...|||54|||False|||False|||other
2025-11-05 15:32:51|||Gratz, K. (2001) Measurement of Deliberate Self-harm: Preliminary Data on the Deliberate Self-Harm Inventory. Journal of Psychopathology and Behavioral Assessment. 23 (4) 253-263....|||182|||False|||False|||other
2025-11-05 18:03:19|||Graham, M. H. (2018). Impeachment of a Party’s Own Witness, Fed. R. Evid. 607. _Criminal Law Bulletin, 54(48), 443–459._...|||123|||False|||False|||other
2025-11-05 18:03:54|||Graham, M. H. (2018). Impeachment of a Party’s Own Witness, Fed. R. Evid. 607. _Criminal Law Bulletin, 54(48), 443–459._...|||123|||False|||False|||other
2025-11-05 18:05:18|||Graham, M. H. (2018). Impeachment of a Party’s Own Witness, Fed. R. Evid. 607. _Criminal Law Bulletin 54_(48),_ _443–459.|||121|||False|||False|||other
2025-11-05 18:06:34|||Graham, M. H. (2018). Impeachment of a Party’s Own Witness, Fed. R. Evid. 607. _Criminal Law Bulletin, 54 _(48),_ _443–459.|||123|||False|||False|||other
2025-11-05 18:07:08|||Graham, M. H. (2018). Impeachment of a Party’s Own Witness, Fed. R. Evid. 607. _Criminal Law Bulletin, 54_(48),_ _443–459.|||122|||False|||False|||other
2025-11-05 18:44:45|||According to Asumah **(1995)**, “African-centered education emerged as a necessary response to the Eurocentric bias of traditional American education, which privileged or relegated to the margins Afri...|||203|||False|||False|||other
2025-11-06 07:24:44|||Benders, L. (2023, 6 november). _Reflecteren met het Model van Korthagen | Voorbeeld_. Scribbr. Geraadpleegd op 5 november 2025, van https://www.scribbr.nl/stage/model-van-korthagen/...|||185|||True|||False|||webpage
2025-11-06 07:24:53|||Benders, L. (2023, 6 november). _Reflecteren met het Model van Korthagen | Voorbeeld_. Scribbr. Geraadpleegd op 5 november 2025, van https://www.scribbr.nl/stage/model-van-korthagen/...|||185|||True|||False|||webpage
2025-11-06 07:28:13|||Benders, L. (2023, 06 november). Reflecteren met het Model van Korthagen | Voorbeeld. Scribbr. Geraadpleegd op 4 november 2025, van https://www.scribbr.nl/stage/model-van-korthagen/...|||184|||True|||False|||webpage
2025-11-06 07:29:04|||Benders, L. (2023, 06 november). Reflecteren met het Model van Korthagen | Voorbeeld. Scribbr. Van _https://www.scribbr.nl/stage/model-van-korthagen/_...|||153|||True|||False|||webpage
2025-11-06 07:29:52|||Benders, L. (2023, november 6). Reflecteren met het Model van Korthagen | Voorbeeld. Scribbr. _https://www.scribbr.nl/stage/model-van-korthagen/_...|||148|||True|||False|||webpage
2025-11-06 07:30:31|||Benders, L. (2023, November 6). Reflecteren met het Model van Korthagen | Voorbeeld. Scribbr. https://www.scribbr.nl/stage/model-van-korthagen/...|||146|||True|||False|||webpage
2025-11-06 07:30:50|||Benders, L. (2023, November 6). Reflecteren met het Model van Korthagen | Voorbeeld. Scribbr. https://www.scribbr.nl/stage/model-van-korthagen/...|||146|||True|||False|||webpage
2025-11-06 12:12:57|||Benton, J. R., & DiYanni, R. (2014). _Arts and culture: An introduction to the humanities_, 2.|||94|||False|||False|||other
2025-11-06 12:31:05|||Benton, J. R., Diyanni, R. (2014). _Arts and Culture: An Introduction to the Humanities,     Volume II_ (4th Edition)_._ Pearson Education Limited.|||147|||False|||False|||other
2025-11-06 12:46:48|||Platenkamp, J. (2010, January 1). Becoming a Lao person: Rituals of birth and socialisation in Luang Prabang, Laos. in: P. Berger et al.|||136|||False|||False|||other
2025-11-06 12:47:59|||Platenkamp, J. (2010, January 1). Becoming a Lao person: Rituals of birth and socialisation in Luang Prabang, Laos. in: P. Berger et al.|||136|||False|||False|||other
2025-11-06 12:58:49|||Who is the Scattered Spider Group, and What Makes Them Different from Other Ransomware Operators|||96|||False|||False|||other
2025-11-06 16:45:21|||Agnew, C. R., Van Lange, F. A. M., Rusbult, C. E., & Langston, C. A. (1997). Cognitive interdependence: Commitment and the mental representation of close relationships, Journal of Personality and Soci...|||203|||False|||False|||other
2025-11-06 16:52:59|||test...|||7|||False|||False|||other
2025-11-06 20:05:42|||Alamen Redondo, B. (2020). _La despoblación rural en España. Estrategias de repoblación _(tesis doctoral). Universidad Pontificia Comillas. **TESIS**|||149|||False|||False|||other
2025-11-06 20:07:20|||Alamen Redondo, B. (2020). _La despoblación rural en España. Estrategias de repoblación _(tesis doctoral). Universidad Pontificia Comillas.|||139|||False|||False|||other
2025-11-06 20:08:34|||Alamen Redondo, B. (2020). _La despoblación rural en España. Estrategias de repoblación _(tesis doctoral). Universidad Pontificia Comillas.|||139|||False|||False|||other
2025-11-06 20:13:05|||Alamen Redondo, B. (2020). _La despoblación rural en España. Estrategias de repoblación _(tesis doctoral). Universidad Pontificia Comillas.|||139|||False|||False|||other
2025-11-06 20:13:29|||Alamen Redondo, B. (2020). _La despoblación rural en España. Estrategias de repoblación _(tesis doctoral). Universidad Pontificia Comillas. **TESIS**...|||152|||False|||False|||other
2025-11-06 20:13:41|||Alamen Redondo, B. (2020). _La despoblación rural en España. Estrategias de repoblación _(tesis doctoral). Universidad Pontificia Comillas....|||142|||False|||False|||other
2025-11-06 20:14:28|||Álvarez-Montoya, J. M., Pavón-Benítez, L. y Sánchez-González, P. (2022). Una mirada compleja al fenómeno de la despoblación rural. Estudio de las consecuencias sociales y ambientales desde el marco de...|||203|||False|||False|||other
2025-11-06 20:16:05|||Baladrón Escolano, J. (2020). Éxodo rural y movilidad geográfica en España 1959-1979 (tesis doctoral). Universidad de Zaragoza...|||129|||False|||False|||other
2025-11-06 21:12:11|||American Academy of Pediatrics. (2025). _Bright futures guidelines and pocket guide._ _https://www.aap.org/en/practice-management/bright-futures/bright-futures-materials-and-tools/bright-futures-guide...|||203|||True|||False|||webpage
2025-11-06 21:25:55|||Pace, A. (2025). _Time management strategies for student success._ Western Governors University.|||96|||False|||False|||academic_material
2025-11-06 21:36:28|||**Stakeholder Chart**|||21|||False|||False|||other
2025-11-07 01:44:06|||The Grand Canyon University (GCU) Policy Handbook serves as an essential educational tool, informing students of their responsibilities to the college, fellow classmates, and themselves. Included in t...|||203|||False|||False|||academic_material
2025-11-07 01:44:33|||The Grand Canyon University (GCU) Policy Handbook serves as an essential educational tool, informing students of their responsibilities to the college, fellow classmates, and themselves. Included in t...|||203|||False|||False|||academic_material
2025-11-07 01:45:07|||_(Grand Canyon University, 2025, pp. 168-170)_....|||50|||False|||False|||academic_material
2025-11-07 01:46:04|||The Grand Canyon University (GCU) Policy Handbook serves as an essential educational tool, informing students of their responsibilities to the college, fellow classmates, and themselves. Included in t...|||203|||False|||False|||academic_material
2025-11-07 02:16:21|||Bommareddy, S., Khan, J. A., & Anand, R. (2022). A review on healthcare data privacy and security. Networking Technologies in Smart Healthcare, 165–187.|||152|||False|||False|||other
2025-11-07 05:25:52|||Boadt, L. (1984). _Reading the Old Testament: An introduction_. Paulist Press.|||78|||False|||False|||other
2025-11-07 08:13:29|||Hua, Y., Na, H., Li, Z. _et al._ A scoping review of large language models for generative tasks in mental health care. _npj Digit. Med._ **8**, 230 (2025). https://doi.org/10.1038/s41746-025-01611-4...|||201|||True|||True|||journal_article
2025-11-07 08:37:01|||**ARTIFICIAL INTELLIGENCE IN EDUCATION: REVOLUTIONIZING LEARNING AND TEACHING**|||79|||False|||False|||other
2025-11-07 08:37:10|||**ARTIFICIAL INTELLIGENCE IN EDUCATION: REVOLUTIONIZING LEARNING AND TEACHING**|||79|||False|||False|||other
2025-11-07 13:12:35|||Chatbots For Mental Health and Therapy Market Size Envisioned at USD 6.51 Billion by 2032. (n.d.). Www.towardshealthcare.com. https://www.towardshealthcare.com/insights/chatbots-for-mental-health-and-...|||203|||True|||False|||webpage
2025-11-07 13:13:32|||Towards Healthcare. (n.d.). _Chatbots For Mental Health and Therapy Market Size Envisioned at USD 6.51 Billion by 2032_. **_https://www.towardshealthcare.com/insights/chatbots-for-mental-health-and-th...|||203|||True|||False|||webpage
2025-11-07 13:22:19|||Armijo, L. E., & Roberts, C. (2009). The emerging powers and global governance: Why the BRICS matter. In R.E. Looney (Ed.),_ Handbook of emerging economies_ (pp. 291–304). Routledge. _https://doi.org/...|||203|||True|||True|||journal_article
2025-11-07 13:22:57|||Towards Healthcare. (2025, February 27). _Chatbots For Mental Health and Therapy Market Growth Drivers_ [Review of _Chatbots For Mental Health and Therapy Market Growth Drivers_]. Towards Healthcare. ...|||203|||False|||False|||other
2025-11-07 13:23:33|||Towards Healthcare. (2025, February 27). _Chatbots For Mental Health and Therapy Market Growth Drivers_ [Review of _Chatbots For Mental Health and Therapy Market Growth Drivers_]. Towards Healthcare. ...|||203|||False|||False|||other
2025-11-07 13:24:15|||Towards Healthcare. (2025, February 27). _Chatbots For Mental Health and Therapy Market Growth Drivers_ [Review of _Chatbots For Mental Health and Therapy Market Growth Drivers_]. Towards Healthcare. ...|||203|||False|||False|||other
2025-11-07 13:24:23|||Armijo, L. E., & Roberts, C. (2009). The emerging powers and global governance: Why the BRICS matter. In R.E. Looney (Ed.),_ Handbook of emerging economies_ (pp. 291–304). Routledge. _https://doi.org/...|||203|||True|||True|||journal_article
2025-11-07 14:09:02|||(Chen et al., 2017)...|||22|||False|||False|||other
2025-11-07 14:09:18|||(Chen et al., 2017)...|||22|||False|||False|||other
2025-11-07 15:25:46|||Fowler et al (2025) emphasises the importance of early identification of mild cognitive impairment to ensure interventions are able to be put in place such as patient centered care plans as well as re...|||203|||False|||False|||other
2025-11-07 15:53:34|||Bautista, A. (2023, August 10). JRU launches green campus initiative. Manila Bulletin. **_https://mb.com.ph/green-campus_**...|||126|||True|||False|||webpage
2025-11-07 15:53:38|||Bautista, A. (2023, August 10). JRU launches green campus initiative. Manila Bulletin. **_https://mb.com.ph/green-campus_**...|||126|||True|||False|||webpage
2025-11-07 15:54:51|||Creswell, J. W. (2020). Educational research: Planning, conducting, and evaluating quantitative and qualitative research (6th ed.). Pearson....|||143|||False|||False|||other
2025-11-07 15:55:38|||De Jesus, E. A. (2020). Cultural awareness in Philippine education. In L. Velasquez (Ed.), Contemporary issues in education (pp. 44-60). UST Publishing House...|||160|||False|||False|||other
